timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_mag_sq,gyro_mag_sq,label_id
1774626780000,-0.31719625,0.24903631,-1.3669672,-0.2398662,-0.18659034,-0.015887825,2.0312319,0.092604175,0
1774626780001,-0.12069601,0.11423302,0.3298874,-0.16494027,-0.20189528,-0.010092266,0.1364424,0.068068855,0
1774626780001,0.12092346,0.0061893463,0.56779194,0.037721094,-0.012140697,-0.014172473,0.3370485,0.0017711364,0
1774626780001,0.12380868,-0.07761574,0.3112831,0.05390869,0.046131317,-0.016287519,0.11824997,0.005299529,0
1774626780018,0.31502813,0.018515587,-0.28990984,-0.06270195,0.0030643186,-0.042117726,0.18363327,0.005714827,0
1774626780029,0.17558318,0.07825613,-0.28008556,-0.17521574,-0.14702067,-0.040802065,0.1154014,0.05398044,0
1774626780047,-0.109532356,0.29589462,0.09167385,-0.20052966,-0.25130743,-0.0070446017,0.10795505,0.103417195,0
1774626780067,0.05156833,0.20424461,-0.025485992,-0.20426014,-0.28418222,-0.018485835,0.045024686,0.12282346,0
1774626780086,0.4230787,-0.054092407,-0.19334793,-0.19035414,-0.26063362,-0.06623258,0.219305,0.10855134,0
1774626780103,0.37656364,0.03036356,-0.17982388,-0.14179134,-0.16608939,-0.07993874,0.17505875,0.05408067,0
1774626780131,0.24083197,0.12354708,-0.12456894,-0.06581623,-0.08483499,-0.073643565,0.08878134,0.016952127,0
1774626780148,0.07724059,0.23695135,0.16181183,-0.034190465,-0.07014625,-0.056956355,0.08829512,0.00933351,0
1774626780164,0.112855494,0.3138032,-0.1872139,-0.070112936,-0.08481834,-0.049661946,0.14625785,0.014576283,0
1774626780184,0.08924049,0.32823324,-0.39900208,-0.11701033,-0.10440333,-0.047830015,0.2749036,0.026879184,0
1774626780203,0.009269953,0.3358221,-0.4385481,-0.14322358,-0.09980685,-0.04374981,0.30518687,0.03238845,0
1774626780223,-0.09947485,0.40215254,-0.15345669,-0.12776875,-0.119058765,-1.16577336E-4,0.19517088,0.030499859,0
1774626780247,-0.5916081,0.7349138,0.28912544,-0.11018223,-0.18717323,0.08341941,0.973692,0.05413274,0
1774626780263,-0.5017404,0.6599169,0.14700508,-0.087682806,-0.17210145,0.14179134,0.7088442,0.05741197,0
1774626780283,-0.3163126,0.53970194,0.065460205,-0.06013725,-0.10603541,0.1650402,0.3956169,0.04209826,0
1774626780303,-0.108107924,0.3242426,0.047984123,-0.024747703,-0.05002833,0.15841195,0.11912306,0.028209629,0
1774626780323,-0.08599144,0.22318268,0.099832535,-0.0028811255,-0.025480475,0.15168376,0.06717157,0.02366552,0
1774626780344,-0.06363416,0.11574745,0.038630486,-0.0032142035,-0.026296515,0.14042573,0.018939093,0.020421222,0
1774626780365,-0.03856671,0.06916475,-0.05640602,-0.016770482,-0.041951187,0.13473009,0.009452794,0.020193348,0
1774626780383,0.05846852,0.086511135,-0.0897789,-0.024697741,-0.042900458,0.12285586,0.018962996,0.017543988,0
1774626780402,0.18381897,0.034811497,-0.17206001,-0.00844353,-0.00989242,0.10698468,0.0646059,0.011614876,0
1774626780423,0.17918456,0.0056090355,-0.1751461,0.009192956,0.022449464,0.10555245,0.06281472,0.0117298085,0
1774626780443,0.2509959,-0.01951456,-0.30760002,-0.0013656202,0.039769527,0.10350402,0.15799755,0.012296562,0
1774626780462,0.41454834,-0.07009363,-0.37577438,-0.027845329,0.031825613,0.094644144,0.31796983,0.010745745,0
1774626780482,0.48621947,-0.059577465,-0.31190014,-0.045215353,0.014255743,0.077557236,0.33724052,0.00826278,0
1774626780502,0.58058983,-0.055860996,-0.3697853,-0.053275842,0.036571976,0.058588438,0.47694618,0.00760843,0
1774626780524,0.50438654,0.03449154,-0.40488434,-0.049062405,0.08073813,0.05300938,0.41952682,0.01173576,0
1774626780544,0.4063786,0.09372091,-0.38374996,-0.051677067,0.116460755,0.061719373,0.3211912,0.020042907,0
1774626780564,0.30980122,0.08103466,-0.3784876,-0.061652757,0.12928426,0.080471665,0.24579626,0.026991172,0
1774626780584,0.2586822,0.10339928,-0.32182026,-0.08268664,0.11424579,0.100306466,0.18117616,0.029950568,0
1774626780602,0.30223292,0.13420153,-0.26024437,-0.12643644,0.049845137,0.1057856,0.17708191,0.029661305,0
1774626780624,0.35234118,0.20561075,-0.34773922,-0.21661735,-0.064583845,0.051077526,0.28734267,0.053703062,0
1774626780644,0.6323091,-0.1381216,-0.04582405,-0.1645739,-0.035173047,0.01786964,0.4209922,0.028641034,0
