timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_mag_sq,gyro_mag_sq,label_id
1774620088999,0.9185051,1.5009804,3.5355196,0.33797434,-0.2473771,-0.3478168,15.596493,0.2963986,1
1774620089019,0.670725,1.5450072,2.8782797,0.18677354,-0.13762787,-0.35750937,11.121414,0.18163875,1
1774620089042,0.5872396,0.9929199,1.8598804,-0.08288649,-0.03036007,-0.399777,4.7898955,0.16761355,1
1774620089059,0.09379317,0.2128582,1.964128,-0.2655465,-0.19095367,-0.38823584,3.9119046,0.25770533,1
1774620089079,-0.34777153,-0.1573267,3.1886244,-0.23212212,-0.3746296,-0.37522912,10.313022,0.3350249,1
1774620089099,0.19530971,-0.69338274,3.0448442,-0.0891317,-0.30438343,-0.4305867,9.790002,0.28599864,1
1774620089119,0.7055808,-1.1626301,1.6398592,-0.0039303214,-0.088732004,-0.4970691,4.538691,0.2549665,1
1774620089145,0.53153044,-1.0851407,0.40947247,-0.00562902,0.087699465,-0.4776673,1.6277227,0.23588894,1
1774620089161,-0.17521507,-1.0770679,-0.17475939,-0.123405434,0.06510011,-0.402808,1.2213163,0.18172121,1
1774620089179,-0.7274143,-1.3697014,-0.5062218,-0.24148162,-0.08311964,-0.30408365,2.661474,0.1576891,1
1774620089199,-0.980704,-1.8228006,-0.72139645,-0.22974062,-0.21994813,-0.23185566,4.8047957,0.15491498,1
1774620089220,-0.6856904,-2.3666973,-1.0722184,-0.09777507,-0.25891826,-0.2108884,7.2210803,0.121072546,1
1774620089249,-0.31043774,-2.7725222,-1.8084698,0.01825268,-0.17300077,-0.22048105,11.053814,0.07887432,1
1774620089258,-0.2206078,-2.9061005,-2.7604198,0.06072014,-0.08490161,-0.24576168,16.114006,0.071294025,1
1774620089278,-0.073966585,-2.7422612,-3.1524673,0.10666826,-0.027878636,-0.2855312,17.463516,0.0936834,1
1774620089299,0.117089935,-2.281966,-3.042232,0.14770348,0.015304939,-0.28281662,14.476254,0.1020358,1
1774620089318,0.10105213,-1.5813713,-3.1124911,0.12478771,0.09549349,-0.24807657,12.198547,0.08623296,1
1774620089351,0.20919989,-0.95024633,-3.346643,-0.033790775,0.21894889,-0.22143032,12.146751,0.098111816,1
1774620089358,0.16477123,-0.24226046,-3.128983,-0.14319028,0.3121608,-0.17348373,9.876374,0.1480444,1
1774620089381,-0.13198438,0.37361288,-1.1620278,-0.072477795,0.29697242,-0.10353733,1.5073152,0.10416563,1
1774620089398,-0.26688093,0.6448159,0.3116436,0.047230475,0.3079307,-0.05609035,0.58413476,0.100198165,1
1774620089418,-0.22431329,0.94205284,0.73007774,0.11018223,0.34067228,-0.0054624807,1.4707935,0.12822756,1
1774620089438,-0.41356778,1.3092804,1.075921,0.12891787,0.29815486,0.11899215,3.0428596,0.119675264,1
